XCen,YCen,Depth
421639.000,565103.000,0.047
421639.000,565107.000,0.076
421639.000,565111.000,0.129
421639.000,565115.000,0.250
421639.000,565119.000,0.088
421639.000,565123.000,0.049
421639.000,565127.000,0.058
421639.000,565131.000,0.090
421639.000,565135.000,0.064
421639.000,565139.000,0.012
421639.000,565143.000,0.032
421639.000,565147.000,0.059
421639.000,565151.000,0.029
421639.000,565155.000,0.018
421639.000,565159.000,0.025
421639.000,565163.000,0.028
421639.000,565167.000,0.018
421639.000,565171.000,0.004
421639.000,565175.000,0.003
421639.000,565179.000,0.003
421639.000,565183.000,0.002
421639.000,565187.000,0.002
421639.000,565191.000,0.002
421639.000,565195.000,0.002
421639.000,565219.000,0.057
421639.000,565223.000,0.004
421639.000,565227.000,0.004
421639.000,565231.000,0.006
421639.000,565235.000,0.009
421639.000,565239.000,0.007
421639.000,565243.000,0.011
421639.000,565247.000,0.013
421639.000,565251.000,0.018
421639.000,565255.000,0.018
421639.000,565259.000,0.015
421643.000,564843.000,0.004
421643.000,564847.000,0.013
421643.000,564851.000,0.005
421643.000,564855.000,0.005
421643.000,564859.000,0.005
421643.000,564863.000,0.006
421643.000,564867.000,0.007
421643.000,564871.000,0.009
421643.000,564879.000,0.001
421643.000,564883.000,0.007
421643.000,564891.000,0.001
421643.000,564895.000,0.003
421643.000,564899.000,0.002
421643.000,564903.000,0.004
421643.000,564907.000,0.019
421643.000,564911.000,0.014
421643.000,564915.000,0.017
421643.000,564919.000,0.035
421643.000,564923.000,0.018
421643.000,564927.000,0.003
421643.000,564931.000,0.001
421643.000,564935.000,0.003
421643.000,564939.000,0.004
421643.000,564943.000,0.005
421643.000,564947.000,0.003
421643.000,564951.000,0.006
421643.000,564955.000,0.006
421643.000,564959.000,0.006
421643.000,564963.000,0.006
421643.000,564967.000,0.091
421643.000,564971.000,0.176
421643.000,564975.000,0.171
421643.000,564979.000,0.181
421643.000,564983.000,0.200
421643.000,564987.000,0.009
421643.000,564991.000,0.003
421643.000,564995.000,0.001
421643.000,564999.000,0.001
421643.000,565003.000,0.002
421643.000,565007.000,0.001
421643.000,565011.000,0.002
421643.000,565015.000,0.003
421643.000,565019.000,0.003
421643.000,565023.000,0.004
421643.000,565027.000,0.004
421643.000,565031.000,0.004
421643.000,565035.000,0.002
421643.000,565039.000,0.009
421643.000,565043.000,0.016
421643.000,565047.000,0.001
421643.000,565051.000,0.015
421643.000,565055.000,0.008
421643.000,565059.000,0.012
421643.000,565063.000,0.003
421643.000,565067.000,0.005
421643.000,565071.000,0.015
421643.000,565075.000,0.030
421643.000,565079.000,0.005
421643.000,565083.000,0.009
421643.000,565087.000,0.022
421643.000,565091.000,0.023
421643.000,565095.000,0.012
421643.000,565099.000,0.009
421643.000,565103.000,0.192
421643.000,565107.000,0.172
421643.000,565111.000,0.206
421643.000,565115.000,0.223
421643.000,565119.000,0.248
421643.000,565123.000,0.245
421643.000,565127.000,0.217
421643.000,565131.000,0.198
421643.000,565135.000,0.136
421643.000,565139.000,0.060
421643.000,565143.000,0.027
421643.000,565147.000,0.018
421643.000,565151.000,0.022
421643.000,565155.000,0.033
421643.000,565159.000,0.028
421643.000,565163.000,0.007
421643.000,565167.000,0.002
421643.000,565171.000,0.002
421643.000,565175.000,0.002
421643.000,565179.000,0.001
421643.000,565223.000,0.002
421643.000,565235.000,0.010
421643.000,565239.000,0.081
421643.000,565243.000,0.005
421643.000,565247.000,0.003
421643.000,565251.000,0.002
421643.000,565255.000,0.008
421643.000,565259.000,0.093
421643.000,565263.000,0.016
421643.000,565267.000,0.011
421647.000,564831.000,0.025
421647.000,564835.000,0.004
421647.000,564839.000,0.001
421647.000,564843.000,0.001
421647.000,564847.000,0.002
421647.000,564851.000,0.004
421647.000,564855.000,0.005
421647.000,564859.000,0.005
421647.000,564863.000,0.006
421647.000,564867.000,0.007
421647.000,564871.000,0.005
421647.000,564879.000,0.023
421647.000,564883.000,0.007
421647.000,564887.000,0.005
421647.000,564891.000,0.004
421647.000,564895.000,0.003
421647.000,564899.000,0.003
421647.000,564903.000,0.004
421647.000,564907.000,0.020
421647.000,564911.000,0.020
421647.000,564915.000,0.014
421647.000,564919.000,0.025
421647.000,564923.000,0.029
421647.000,564927.000,0.003
421647.000,564931.000,0.001
421647.000,564935.000,0.003
421647.000,564939.000,0.004
421647.000,564943.000,0.005
421647.000,564947.000,0.004
421647.000,564951.000,0.005
421647.000,564955.000,0.006
421647.000,564959.000,0.006
421647.000,564963.000,0.014
421647.000,564967.000,0.061
421647.000,564971.000,0.111
421647.000,564975.000,0.150
421647.000,564979.000,0.228
421647.000,564983.000,0.212
421647.000,564987.000,0.006
421647.000,564991.000,0.008
421647.000,564995.000,0.002
421647.000,564999.000,0.002
421647.000,565003.000,0.004
421647.000,565007.000,0.001
421647.000,565011.000,0.001
421647.000,565015.000,0.003
421647.000,565019.000,0.003
421647.000,565023.000,0.004
421647.000,565027.000,0.007
421647.000,565031.000,0.002
421647.000,565035.000,0.003
421647.000,565039.000,0.003
421647.000,565043.000,0.007
421647.000,565047.000,0.005
421647.000,565051.000,0.010
421647.000,565055.000,0.009
421647.000,565059.000,0.016
421647.000,565063.000,0.001
421647.000,565067.000,0.001
421647.000,565071.000,0.011
421647.000,565075.000,0.024
421647.000,565079.000,0.007
421647.000,565083.000,0.005
421647.000,565087.000,0.004
421647.000,565091.000,0.004
421647.000,565095.000,0.012
421647.000,565099.000,0.065
421647.000,565103.000,0.160
421647.000,565107.000,0.174
421647.000,565111.000,0.226
421647.000,565115.000,0.278
421647.000,565119.000,0.284
421647.000,565123.000,0.252
421647.000,565127.000,0.250
421647.000,565131.000,0.173
421647.000,565135.000,0.151
421647.000,565139.000,0.052
421647.000,565143.000,0.024
421647.000,565147.000,0.005
421647.000,565151.000,0.005
421647.000,565155.000,0.003
421647.000,565159.000,0.003
421647.000,565163.000,0.003
421647.000,565167.000,0.003
421647.000,565171.000,0.001
421647.000,565191.000,0.003
421647.000,565195.000,0.002
421647.000,565199.000,0.001
421647.000,565203.000,0.004
421647.000,565207.000,0.002
421647.000,565211.000,0.002
421647.000,565215.000,0.002
421647.000,565219.000,0.001
421647.000,565243.000,0.042
421647.000,565247.000,0.003
421647.000,565251.000,0.003
421647.000,565255.000,0.002
421647.000,565259.000,0.002
421647.000,565263.000,0.010
421647.000,565267.000,0.009
421651.000,564819.000,0.034
421651.000,564823.000,0.008
421651.000,564827.000,0.008
421651.000,564831.000,0.018
421651.000,564835.000,0.008
421651.000,564839.000,0.008
421651.000,564843.000,0.008
421651.000,564847.000,0.001
421651.000,564851.000,0.003
421651.000,564855.000,0.005
421651.000,564859.000,0.005
421651.000,564863.000,0.006
421651.000,564867.000,0.007
421651.000,564871.000,0.010
421651.000,564875.000,0.009
421651.000,564879.000,0.007
421651.000,564883.000,0.006
421651.000,564887.000,0.009
421651.000,564891.000,0.007
421651.000,564895.000,0.006
421651.000,564899.000,0.005
421651.000,564903.000,0.005
421651.000,564907.000,0.067
421651.000,564911.000,0.057
421651.000,564915.000,0.012
421651.000,564919.000,0.020
421651.000,564923.000,0.049
421651.000,564927.000,0.002
421651.000,564931.000,0.002
421651.000,564935.000,0.003
421651.000,564939.000,0.004
421651.000,564943.000,0.008
421651.000,564947.000,0.003
421651.000,564951.000,0.005
421651.000,564955.000,0.008
421651.000,564959.000,0.121
421651.000,564963.000,0.183
421651.000,564967.000,0.180
421651.000,564971.000,0.147
421651.000,564975.000,0.071
421651.000,564979.000,0.004
421651.000,564983.000,0.003
421651.000,564987.000,0.001
421651.000,564991.000,0.024
421651.000,564995.000,0.006
421651.000,564999.000,0.005
421651.000,565003.000,0.012
421651.000,565007.000,0.002
421651.000,565011.000,0.001
421651.000,565015.000,0.003
421651.000,565019.000,0.004
421651.000,565023.000,0.004
421651.000,565027.000,0.009
421651.000,565031.000,0.003
421651.000,565035.000,0.002
421651.000,565039.000,0.002
421651.000,565043.000,0.005
421651.000,565047.000,0.005
421651.000,565051.000,0.009
421651.000,565055.000,0.017
421651.000,565059.000,0.009
421651.000,565063.000,0.008
421651.000,565067.000,0.003
421651.000,565071.000,0.008
421651.000,565075.000,0.023
421651.000,565079.000,0.001
421651.000,565083.000,0.002
421651.000,565087.000,0.002
421651.000,565091.000,0.002
421651.000,565095.000,0.002
421651.000,565099.000,0.066
421651.000,565103.000,0.161
421651.000,565107.000,0.152
421651.000,565111.000,0.221
421651.000,565115.000,0.114
421651.000,565119.000,0.119
421651.000,565123.000,0.140
421651.000,565127.000,0.111
421651.000,565131.000,0.064
421651.000,565135.000,0.025
421651.000,565139.000,0.002
421651.000,565143.000,0.006
421651.000,565147.000,0.003
421651.000,565151.000,0.003
421651.000,565155.000,0.002
421651.000,565159.000,0.002
421651.000,565163.000,0.001
421651.000,565175.000,0.018
421651.000,565191.000,0.005
421651.000,565195.000,0.002
421651.000,565199.000,0.007
421651.000,565203.000,0.007
421651.000,565207.000,0.003
421651.000,565211.000,0.003
421651.000,565215.000,0.003
421651.000,565219.000,0.002
421651.000,565243.000,0.005
421651.000,565247.000,0.003
421651.000,565251.000,0.003
421651.000,565255.000,0.002
421651.000,565259.000,0.001
421651.000,565263.000,0.003
421651.000,565267.000,0.013
421655.000,564807.000,0.044
421655.000,564811.000,0.036
421655.000,564815.000,0.042
421655.000,564819.000,0.042
421655.000,564823.000,0.038
421655.000,564827.000,0.004
421655.000,564831.000,0.001
421655.000,564835.000,0.002
421655.000,564839.000,0.002
421655.000,564843.000,0.042
421655.000,564847.000,0.002
421655.000,564851.000,0.003
421655.000,564855.000,0.004
421655.000,564859.000,0.005
421655.000,564863.000,0.006
421655.000,564867.000,0.034
421655.000,564879.000,0.002
421655.000,564883.000,0.002
421655.000,564891.000,0.005
421655.000,564895.000,0.006
421655.000,564899.000,0.006
421655.000,564903.000,0.006
421655.000,564907.000,0.159
421655.000,564911.000,0.126
421655.000,564915.000,0.055
421655.000,564919.000,0.019
421655.000,564923.000,0.058
421655.000,564927.000,0.002
421655.000,564931.000,0.003
421655.000,564935.000,0.004
421655.000,564939.000,0.004
421655.000,564943.000,0.006
421655.000,564947.000,0.008
421655.000,564951.000,0.003
421655.000,564955.000,0.045
421655.000,564959.000,0.044
421655.000,564963.000,0.001
421655.000,564967.000,0.001
421655.000,564971.000,0.001
421655.000,564975.000,0.003
421655.000,564979.000,0.001
421655.000,564983.000,0.003
421655.000,564987.000,0.001
421655.000,564991.000,0.001
421655.000,564995.000,0.001
421655.000,564999.000,0.002
421655.000,565003.000,0.007
421655.000,565007.000,0.010
421655.000,565011.000,0.005
421655.000,565015.000,0.005
421655.000,565019.000,0.005
421655.000,565023.000,0.005
421655.000,565027.000,0.014
421655.000,565031.000,0.003
421655.000,565035.000,0.002
421655.000,565039.000,0.002
421655.000,565043.000,0.005
421655.000,565047.000,0.005
421655.000,565051.000,0.007
421655.000,565055.000,0.021
421655.000,565059.000,0.005
421655.000,565063.000,0.006
421655.000,565067.000,0.005
421655.000,565071.000,0.020
421655.000,565075.000,0.016
421655.000,565079.000,0.002
421655.000,565083.000,0.001
421655.000,565087.000,0.001
421655.000,565091.000,0.002
421655.000,565095.000,0.091
421655.000,565099.000,0.003
421655.000,565103.000,0.094
421655.000,565107.000,0.068
421655.000,565111.000,0.034
421655.000,565115.000,0.091
421655.000,565119.000,0.070
421655.000,565123.000,0.035
421655.000,565127.000,0.013
421655.000,565131.000,0.001
421655.000,565135.000,0.004
421655.000,565139.000,0.002
421655.000,565143.000,0.002
421655.000,565147.000,0.002
421655.000,565151.000,0.003
421655.000,565155.000,0.003
421655.000,565187.000,0.001
421655.000,565191.000,0.013
421655.000,565195.000,0.005
421655.000,565199.000,0.006
421655.000,565203.000,0.003
421655.000,565207.000,0.005
421655.000,565211.000,0.005
421655.000,565215.000,0.006
421655.000,565219.000,0.004
421655.000,565223.000,0.001
421655.000,565251.000,0.004
421655.000,565263.000,0.002
421655.000,565267.000,0.012
421659.000,564799.000,0.046
421659.000,564803.000,0.038
421659.000,564807.000,0.023
421659.000,564811.000,0.021
421659.000,564815.000,0.041
421659.000,564819.000,0.037
421659.000,564823.000,0.029
421659.000,564827.000,0.015
421659.000,564831.000,0.024
421659.000,564835.000,0.001
421659.000,564839.000,0.002
421659.000,564843.000,0.010
421659.000,564847.000,0.007
421659.000,564851.000,0.005
421659.000,564855.000,0.005
421659.000,564859.000,0.005
421659.000,564863.000,0.006
421659.000,564867.000,0.010
421659.000,564871.000,0.031
421659.000,564883.000,0.005
421659.000,564887.000,0.004
421659.000,564891.000,0.005
421659.000,564895.000,0.006
421659.000,564899.000,0.006
421659.000,564903.000,0.006
421659.000,564907.000,0.153
421659.000,564911.000,0.179
421659.000,564915.000,0.083
421659.000,564919.000,0.025
421659.000,564923.000,0.043
421659.000,564927.000,0.002
421659.000,564931.000,0.003
421659.000,564935.000,0.004
421659.000,564939.000,0.004
421659.000,564943.000,0.006
421659.000,564947.000,0.014
421659.000,564951.000,0.032
421659.000,564955.000,0.028
421659.000,564959.000,0.003
421659.000,564963.000,0.003
421659.000,564967.000,0.002
421659.000,564971.000,0.001
421659.000,564975.000,0.001
421659.000,564979.000,0.015
421659.000,564983.000,0.001
421659.000,564987.000,0.002
421659.000,564991.000,0.031
421659.000,564995.000,0.002
421659.000,564999.000,0.001
421659.000,565003.000,0.002
421659.000,565007.000,0.003
421659.000,565011.000,0.005
421659.000,565015.000,0.005
421659.000,565019.000,0.005
421659.000,565023.000,0.005
421659.000,565027.000,0.009
421659.000,565031.000,0.010
421659.000,565035.000,0.002
421659.000,565039.000,0.003
421659.000,565043.000,0.004
421659.000,565047.000,0.005
421659.000,565051.000,0.007
421659.000,565055.000,0.022
421659.000,565059.000,0.008
421659.000,565063.000,0.004
421659.000,565067.000,0.005
421659.000,565071.000,0.025
421659.000,565075.000,0.011
421659.000,565079.000,0.002
421659.000,565083.000,0.001
421659.000,565087.000,0.002
421659.000,565091.000,0.016
421659.000,565095.000,0.041
421659.000,565099.000,0.001
421659.000,565103.000,0.004
421659.000,565171.000,0.071
421659.000,565179.000,0.004
421659.000,565183.000,0.003
421659.000,565187.000,0.004
421659.000,565191.000,0.004
421659.000,565195.000,0.015
421659.000,565199.000,0.011
421659.000,565203.000,0.013
421659.000,565207.000,0.019
421659.000,565211.000,0.015
421659.000,565215.000,0.008
421659.000,565219.000,0.002
421659.000,565223.000,0.002
421659.000,565227.000,0.001
421659.000,565235.000,0.016
421659.000,565239.000,0.002
421659.000,565243.000,0.001
421659.000,565251.000,0.003
421659.000,565263.000,0.002
421659.000,565267.000,0.011
421663.000,564799.000,0.047
421663.000,564803.000,0.019
421663.000,564807.000,0.003
421663.000,564811.000,0.034
421663.000,564815.000,0.033
421663.000,564819.000,0.028
421663.000,564823.000,0.013
421663.000,564827.000,0.006
421663.000,564831.000,0.045
421663.000,564835.000,0.001
421663.000,564839.000,0.002
421663.000,564843.000,0.002
421663.000,564847.000,0.005
421663.000,564851.000,0.005
421663.000,564855.000,0.005
421663.000,564859.000,0.006
421663.000,564863.000,0.016
421663.000,564867.000,0.016
421663.000,564871.000,0.049
421663.000,564879.000,0.003
421663.000,564883.000,0.001
421663.000,564887.000,0.004
421663.000,564891.000,0.005
421663.000,564895.000,0.005
421663.000,564899.000,0.006
421663.000,564903.000,0.010
421663.000,564907.000,0.131
421663.000,564911.000,0.191
421663.000,564915.000,0.107
421663.000,564919.000,0.034
421663.000,564923.000,0.053
421663.000,564927.000,0.001
421663.000,564931.000,0.006
421663.000,564935.000,0.008
421663.000,564939.000,0.003
421663.000,564943.000,0.010
421663.000,564947.000,0.008
421663.000,564951.000,0.021
421663.000,564955.000,0.071
421663.000,564959.000,0.002
421663.000,564963.000,0.003
421663.000,564967.000,0.003
421663.000,564971.000,0.001
421663.000,564975.000,0.002
421663.000,564979.000,0.003
421663.000,564983.000,0.005
421663.000,564987.000,0.003
421663.000,564991.000,0.002
421663.000,564995.000,0.005
421663.000,564999.000,0.002
421663.000,565003.000,0.001
421663.000,565007.000,0.003
421663.000,565011.000,0.004
421663.000,565015.000,0.005
421663.000,565019.000,0.005
421663.000,565023.000,0.010
421663.000,565027.000,0.010
421663.000,565031.000,0.016
421663.000,565035.000,0.002
421663.000,565039.000,0.002
421663.000,565043.000,0.006
421663.000,565047.000,0.006
421663.000,565051.000,0.006
421663.000,565055.000,0.026
421663.000,565059.000,0.013
421663.000,565063.000,0.033
421663.000,565067.000,0.054
421663.000,565071.000,0.052
421663.000,565075.000,0.008
421663.000,565079.000,0.003
421663.000,565083.000,0.001
421663.000,565087.000,0.003
421663.000,565091.000,0.003
421663.000,565095.000,0.003
421663.000,565099.000,0.003
421663.000,565103.000,0.002
421663.000,565159.000,0.002
421663.000,565167.000,0.025
421663.000,565171.000,0.022
421663.000,565175.000,0.043
421663.000,565179.000,0.029
421663.000,565183.000,0.031
421663.000,565187.000,0.030
421663.000,565191.000,0.025
