OBJECTID,os_topo_to,os_topo_ve,bha_proces,tileref,abshmin,absh2,abshmax,relh2,relhmax,bha_conf,layer,path,UID,area,Type
7183,osgb1000030009515,2,00:00.0,NZ2065,103.5,105.6,109,2.1,5.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,169,Residential
7187,osgb1000038612190,2,00:00.0,NZ2065,116.1,121.3,125.6,5.2,9.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,70,Residential
7188,osgb1000038612225,2,00:00.0,NZ2065,119.2,126.2,127.6,7,8.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,42,Residential
7189,osgb1000042879385,2,00:00.0,NZ2065,116.6,121.2,122.2,4.6,5.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,65,Residential
7190,osgb5000005120819090,1,00:00.0,NZ2065,107.6,113.7,114.9,6.1,7.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,9,Residential
7191,osgb1000030011742,3,00:00.0,NZ2065,111.4,117.6,122,6.2,10.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,83,Residential
7192,osgb1000030011427,3,00:00.0,NZ2065,108.5,113.3,118.8,4.8,10.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,113,Residential
7195,osgb5000005238629387,1,00:00.0,NZ2065,107,109.4,110.5,2.4,3.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,11,Residential
7197,osgb1000030009523,2,00:00.0,NZ2065,106.9,111.2,116.3,4.3,9.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,100,Residential
7198,osgb1000030010835,2,00:00.0,NZ2065,105.2,111.7,115.8,6.5,10.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,73,Residential
7199,osgb1000030011020,2,00:00.0,NZ2065,99.5,106.3,109.8,6.8,10.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,90,Residential
7200,osgb1000030011134,2,00:00.0,NZ2065,98.3,103.7,108.3,5.4,10,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,151,Residential
7201,osgb1000030011794,2,00:00.0,NZ2065,111.5,116.8,119.7,5.3,8.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,48,Residential
7206,osgb1000038612235,2,00:00.0,NZ2065,116.7,123.6,125.3,6.9,8.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,46,Residential
7207,osgb1000038612238,2,00:00.0,NZ2065,116.5,122.8,125.2,6.3,8.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,48,Residential
7208,osgb1000038612323,2,00:00.0,NZ2065,113.8,120.1,122.5,6.3,8.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,47,Residential
7210,osgb1000030010799,3,00:00.0,NZ2065,102,108,111.4,6,9.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,100,Residential
7212,osgb1000030009542,3,00:00.0,NZ2065,106.1,108.6,111.9,2.5,5.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,144,Residential
7213,osgb1000030010647,2,00:00.0,NZ2065,100.6,106.3,108.4,5.7,7.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,3,Residential
7214,osgb1000030010670,2,00:00.0,NZ2065,100.4,106.8,110.5,6.4,10.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,75,Residential
7215,osgb1000030011340,2,00:00.0,NZ2065,105.9,111.7,115.9,5.8,10,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,78,Residential
7216,osgb1000030011341,2,00:00.0,NZ2065,105.8,111.6,114.3,5.8,8.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,70,Residential
7220,osgb1000042879389,2,00:00.0,NZ2065,117.9,122.3,123.7,4.4,5.8,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,62,Residential
7222,osgb5000005202733797,1,00:00.0,NZ2065,102.5,104.8,105.2,2.3,2.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,15,Residential
7224,osgb1000030011512,4,00:00.0,NZ2065,107.5,114.4,117.4,6.9,9.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,73,Residential
7225,osgb5000005207582640,1,00:00.0,NZ2065,97.7,100.4,101.8,2.7,4.1,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,20,Residential
7226,osgb5000005210209515,1,00:00.0,NZ2065,105.8,108.5,108.7,2.7,2.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,16,Residential
7227,osgb1000030009572,3,00:00.0,NZ2065,103,105.3,106.4,2.3,3.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,19,Residential
7228,osgb1000030011516,4,00:00.0,NZ2065,108.4,111.4,117.3,3,8.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,119,Residential
7229,osgb5000005238945909,1,00:00.0,NZ2065,112.4,114.6,115,2.2,2.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,16,Residential
7230,osgb1000038612256,4,00:00.0,NZ2065,115.1,120.4,123.7,5.3,8.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,52,Residential
7233,osgb1000030010239,2,00:00.0,NZ2065,103.8,110,114.1,6.2,10.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,73,Residential
7234,osgb1000030011160,2,00:00.0,NZ2065,99.7,104.5,103.4,4.8,3.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,24,Residential
7235,osgb1000030011135,2,00:00.0,NZ2065,98.2,104.2,108.6,6,10.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,120,Residential
7237,osgb1000030011542,2,00:00.0,NZ2065,106.2,112.2,114.6,6,8.4,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,43,Residential
