OBJECTID,os_topo_to,os_topo_ve,bha_proces,tileref,abshmin,absh2,abshmax,relh2,relhmax,bha_conf,layer,path,UID,area,Type
5623,osgb1000030081649,7,00:00.0,NZ2060,46.7,59.2,61,12.5,14.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,76,Retail
5626,osgb5000005202749712,1,00:00.0,NZ2060,44.9,45.8,47,0.9,2.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,5,Retail
5679,osgb1000030081613,2,00:00.0,NZ2060,48.4,61,63.6,12.6,15.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,455,Retail
5703,osgb1000030081566,2,00:00.0,NZ2060,48.1,58.9,62.9,10.8,14.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,79,Retail
5715,osgb1000042800783,5,00:00.0,NZ2060,45.9,51.3,53.3,5.4,7.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,161,Retail
5743,osgb1000002310055977,1,00:00.0,NZ2060,47.5,68.5,71.7,21,24.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,131,Retail
5753,osgb1000002310417666,1,00:00.0,NZ2060,46.8,58.8,60.7,12,13.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,30,Retail
5801,osgb5000005239165828,1,00:00.0,NZ2060,48.5,52.5,51.5,4,3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,14,Retail
5816,osgb1000030081809,4,00:00.0,NZ2060,47.1,56.8,56.1,9.7,9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,33,Retail
5830,osgb1000030081831,2,00:00.0,NZ2060,48.6,56,61.5,7.4,12.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,8,Retail
5856,osgb1000000060930826,2,00:00.0,NZ2060,49.8,54,56.2,4.2,6.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,9,Retail
5896,osgb1000030081563,5,00:00.0,NZ2060,47.3,61.4,63.3,14.1,16,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,597,Retail
5907,osgb1000030081799,5,00:00.0,NZ2060,50.3,56.1,58.8,5.8,8.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,58,Retail
5922,osgb1000002310055991,2,00:00.0,NZ2060,48.6,68.9,71.8,20.3,23.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,64,Retail
5929,osgb1000030081839,2,00:00.0,NZ2060,45.9,54.8,57.5,8.9,11.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,15,Retail
6003,osgb1000002310052186,2,00:00.0,NZ2060,45.6,66.7,66.8,21.1,21.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,11,Retail
6026,osgb1000030081636,4,00:00.0,NZ2060,47.4,54.8,55.3,7.4,7.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,14,Retail
6065,osgb1000030081829,3,00:00.0,NZ2060,48.2,56.2,59,8,10.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,7,Retail
6114,osgb1000030081616,2,00:00.0,NZ2060,48.4,53.8,55.5,5.4,7.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,29,Retail
6117,osgb1000030081638,4,00:00.0,NZ2060,47.1,54.8,57.3,7.7,10.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,15,Retail
6182,osgb1000030081601,8,00:00.0,NZ2060,41.9,53.6,59.6,11.7,17.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,493,Retail
6209,osgb1000030081629,2,00:00.0,NZ2060,47.3,57.3,56.5,10,9.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,29,Retail
6213,osgb1000030080797,3,00:00.0,NZ2060,44,57.7,62.6,13.7,18.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,104,Retail
6219,osgb1000002310210094,2,00:00.0,NZ2060,46.6,67.3,67.4,20.7,20.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,3,Retail
6234,osgb1000002310055990,1,00:00.0,NZ2060,48.2,61.5,63.6,13.3,15.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,62,Retail
6273,osgb1000030080779,5,00:00.0,NZ2060,43.4,57.5,60.6,14.1,17.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,278,Retail
6353,osgb1000030081836,2,00:00.0,NZ2060,45.8,51.4,52.2,5.6,6.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,5,Retail
6358,osgb1000002310052192,2,00:00.0,NZ2060,45.8,65.3,65.6,19.5,19.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,13,Retail
178,osgb1000030128039,5,00:00.0,NZ2560,24.9,44.2,48.3,19.3,23.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,504,Retail
180,osgb1000030128040,5,00:00.0,NZ2560,28.1,44.3,48.5,16.2,20.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,234,Retail
240,osgb1000030128048,6,00:00.0,NZ2560,28.7,43.5,47.2,14.8,18.5,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,273,Retail
260,osgb1000030128041,7,00:00.0,NZ2560,29.1,40.7,44.3,11.6,15.2,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,164,Retail
661,osgb1000030081299,7,00:00.0,NZ2560,28.7,44.7,48.6,16,19.9,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,269,Retail
777,osgb1000030128049,4,00:00.0,NZ2560,28.1,45.2,46.5,17.1,18.4,99,buildings_nz2560,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197344/nz/nz2560.gdb|layername=buildings_nz2560,1.00E+12,96,Retail
1051,osgb1000030081356,2,00:00.0,NZ2060,30.4,47.1,50,16.7,19.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,178,Retail
1134,osgb1000030081365,4,00:00.0,NZ2060,38.2,44.2,54.1,6,15.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,257,Retail
1160,osgb5000005210606801,2,00:00.0,NZ2060,40.2,43,43.5,2.8,3.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,29,Retail
1171,osgb1000030081130,3,00:00.0,NZ2060,36.1,47.3,51.3,11.2,15.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,34,Retail
1331,osgb1000030081367,3,00:00.0,NZ2060,38.6,47.3,55.2,8.7,16.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,98,Retail
1341,osgb1000030081302,3,00:00.0,NZ2060,30.9,38,48.4,7.1,17.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,365,Retail
1342,osgb1000002310420983,2,00:00.0,NZ2060,40,53.4,55.6,13.4,15.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,38,Retail
1391,osgb1000030081368,4,00:00.0,NZ2060,39,53.9,58.5,14.9,19.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,84,Retail
1413,osgb1000030081330,4,00:00.0,NZ2060,33.5,44.4,47.7,10.9,14.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,123,Retail
1430,osgb1000030080952,2,00:00.0,NZ2060,41.5,58.6,61.8,17.1,20.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,150,Retail
1485,osgb1000030081341,2,00:00.0,NZ2060,30,40,44.6,10,14.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,101,Retail
1492,osgb1000030081110,8,00:00.0,NZ2060,33.2,44.5,51.8,11.3,18.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,594,Retail
1511,osgb1000030081176,3,00:00.0,NZ2060,43.2,58.4,59.9,15.2,16.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,41,Retail
1532,osgb1000030081122,2,00:00.0,NZ2060,37.1,47.2,51.1,10.1,14,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,68,Retail
1552,osgb1000030081334,2,00:00.0,NZ2060,33.7,45.3,47.6,11.6,13.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,11,Retail
1555,osgb1000030081156,4,00:00.0,NZ2060,36.3,53.7,63.8,17.4,27.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1423,Retail
1625,osgb1000030081178,3,00:00.0,NZ2060,42.4,58.4,61.4,16,19,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,70,Retail
1711,osgb5000005210606963,1,00:00.0,NZ2060,40.3,54.3,55.6,14,15.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,34,Retail
1787,osgb1000030081125,4,00:00.0,NZ2060,36.6,48.6,52.4,12,15.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,155,Retail
1827,osgb1000030081179,3,00:00.0,NZ2060,40.6,56.3,63.5,15.7,22.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1112,Retail
1901,osgb1000030081114,4,00:00.0,NZ2060,32.9,47.1,53.4,14.2,20.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,526,Retail
1984,osgb1000030081120,3,00:00.0,NZ2060,37,50.1,51.4,13.1,14.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,8,Retail
2229,osgb1000030081335,4,00:00.0,NZ2060,33.3,47.6,51.7,14.3,18.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,170,Retail
2273,osgb1000030081315,5,00:00.0,NZ2060,33.4,42.4,45.4,9,12,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,17,Retail
2380,osgb1000030081070,4,00:00.0,NZ2060,40.1,42.6,43.7,2.5,3.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,20,Retail
2454,osgb1000002020986144,3,00:00.0,NZ2060,38,55.6,62.7,17.6,24.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,1980,Retail
2532,osgb1000030081331,4,00:00.0,NZ2060,33.5,45,47.5,11.5,14,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,75,Retail
2646,osgb1000002310194900,2,00:00.0,NZ2060,39.4,56.7,59.2,17.3,19.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,37,Retail
2741,osgb1000030081116,3,00:00.0,NZ2060,35.6,50.2,54.5,14.6,18.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,127,Retail
2755,osgb1000030081392,4,00:00.0,NZ2060,32.3,36.5,37.5,4.2,5.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,31,Retail
2776,osgb1000030081292,4,00:00.0,NZ2060,32,48.9,54.6,16.9,22.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,483,Retail
2784,osgb1000030080958,4,00:00.0,NZ2060,41.7,60.5,66,18.8,24.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,395,Retail
2878,osgb1000030081298,4,00:00.0,NZ2060,29.6,44.5,50.7,14.9,21.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,116,Retail
2945,osgb1000030081175,4,00:00.0,NZ2060,42.5,54.1,58.2,11.6,15.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,384,Retail
2950,osgb1000030081290,4,00:00.0,NZ2060,32.3,49.3,56.2,17,23.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,859,Retail
2986,osgb1000030081107,4,00:00.0,NZ2060,35.3,49,56.3,13.7,21,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,414,Retail
3001,osgb1000041274688,4,00:00.0,NZ2060,37.3,55.7,57.5,18.4,20.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,104,Retail
3101,osgb1000030081118,4,00:00.0,NZ2060,36.6,51.4,54.7,14.8,18.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,108,Retail
3205,osgb1000030081174,2,00:00.0,NZ2060,42.1,58.4,61.5,16.3,19.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,59,Retail
3209,osgb1000030080953,4,00:00.0,NZ2060,38.4,47.3,53.1,8.9,14.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,268,Retail
3221,osgb1000030081316,2,00:00.0,NZ2060,33.5,41.8,46.8,8.3,13.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,44,Retail
3224,osgb1000030080960,4,00:00.0,NZ2060,41.6,61.1,66.1,19.5,24.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,224,Retail
3234,osgb5000005210606897,1,00:00.0,NZ2060,35.9,36.2,38.3,0.3,2.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,27,Retail
3249,osgb1000030081169,2,00:00.0,NZ2060,35.3,51.2,55.8,15.9,20.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,158,Retail
3344,osgb5000005210606901,1,00:00.0,NZ2060,41.3,42.6,43.1,1.3,1.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,8,Retail
3356,osgb1000030081339,2,00:00.0,NZ2060,32.5,43.4,44.4,10.9,11.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,16,Retail
3369,osgb1000030081332,4,00:00.0,NZ2060,33.6,44.4,44.4,10.8,10.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1,Retail
3435,osgb1000030081289,4,00:00.0,NZ2060,33.8,51.4,55,17.6,21.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,264,Retail
3592,osgb1000030081349,4,00:00.0,NZ2060,32.1,55.7,59.8,23.6,27.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,574,Retail
3622,osgb1000002310192762,2,00:00.0,NZ2060,32.4,47.2,56.1,14.8,23.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,18,Retail
3637,osgb1000002310192769,1,00:00.0,NZ2060,32.2,55.8,56,23.6,23.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,26,Retail
3647,osgb1000030080950,4,00:00.0,NZ2060,38.4,48.4,62,10,23.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,457,Retail
3662,osgb1000030081180,3,00:00.0,NZ2060,44,61.3,77.6,17.3,33.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,29,Retail
3684,osgb1000030080949,3,00:00.0,NZ2060,40.6,58.9,61.7,18.3,21.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,206,Retail
3708,osgb1000030081333,3,00:00.0,NZ2060,33.8,44.7,47.2,10.9,13.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,14,Retail
